,created at,Usuario,Tweet,Lugar,rtCount,pre-tweet,clean_tweet,FechaFormato
66,Tue Feb 23 22:44:42 +0000 2021,Carmelina Santos V,"Vamos con todo ahora
#LassoPresidente2021
#CapacidadParaCambiar https://t.co/tqThg8RrUu",,0,vamos ahora #lassopresidente2021 #capacidadparacambiar,vamos ahora  lassopresidente2021  capacidadparacambiar,Feb-23
67,Tue Feb 23 22:43:26 +0000 2021,M.Herrera,Lo propio en Ecuador 🇪🇨 mucho más en estos momentos de caos e incertidumbre total por todo lo que está pasando es d… https://t.co/FHISaU9LqN,,0,propio ecuador 🇪🇨 momentos caos incertidumbre total pasando d…,propio ecuador    momentos caos incertidumbre total pasando d ,Feb-23
68,Tue Feb 23 22:32:34 +0000 2021,Cesar Garcia,@LassoGuillermo Un abrazo y estaremos esperando más encuentros como este. #LassoPresidente2021,,0,@lassoguillermo abrazo esperando encuentros #lassopresidente2021, lassoguillermo abrazo esperando encuentros  lassopresidente2021,Feb-23
69,Tue Feb 23 22:30:50 +0000 2021,Sofía Menoscal,"RT @cchavezbowen: Palo si bogas, palo si no...
Criticaron q #Lasso se siente lejano a ciertos temas. Ahora los invitan a participar y tampo…",,8,"rt @cchavezbowen palo si bogas, palo si criticaron q #lasso lejano ciertos temas ahora invitan participar tampo…",rt  cchavezbowen palo si bogas  palo si criticaron q  lasso lejano ciertos temas ahora invitan participar tampo ,Feb-23
70,Tue Feb 23 22:23:44 +0000 2021,Bayonesa Morales,Excelente mi presidente #LassoPresidente2021 https://t.co/ST5B0Za05Z,,0,excelente presidente #lassopresidente2021,excelente presidente  lassopresidente2021,Feb-23
71,Tue Feb 23 21:37:46 +0000 2021,alberto rojas 💚👮‍♂️,"@bliemsrieder Si no despiertan ya, joden al País.
@LassoGuillermo, Presidente.
#LassoPresidente2021",,1,"@bliemsrieder si despiertan ya, joden país @lassoguillermo, presidente #lassopresidente2021", bliemsrieder si despiertan ya  joden país  lassoguillermo  presidente  lassopresidente2021,Feb-23
72,Tue Feb 23 21:32:40 +0000 2021,Francisco Guzmán - #Campaña1x2SomosLasso,"@ramirogarciaf ¿¿Y donde van a meter a los 10 mil corruptos que caerán con #LassoPresidente2021 y el excelente, efi… https://t.co/gZWvUS0e1E",,0,"@ramirogarciaf ¿¿y van meter 10 mil corruptos caerán #lassopresidente2021 excelente, efi…", ramirogarciaf   y van meter 10 mil corruptos caerán  lassopresidente2021 excelente  efi ,Feb-23
73,Tue Feb 23 21:28:56 +0000 2021,Depurador De Borregos,"@juancadav2006 @LassoGuillermo @ecuarauz Hola dejaré esto aquí.
#LassoPresidente2021 https://t.co/exq5JLOOxO",,0,@juancadav2006 @lassoguillermo @ecuarauz hola dejaré aquí #lassopresidente2021, juancadav2006  lassoguillermo  ecuarauz hola dejaré aquí  lassopresidente2021,Feb-23
74,Tue Feb 23 21:03:58 +0000 2021,🇪🇨 Patriota Ecuador 🇪🇨,#elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021… https://t.co/qGkece7kUc,,1,#elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021…, elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021 ,Feb-23
75,Tue Feb 23 20:55:03 +0000 2021,Depurador De Borregos,"@alexis341225 @LassoGuillermo Lasso es la mejor opción
#LassoPresidente2021",,0,@alexis341225 @lassoguillermo lasso mejor opción #lassopresidente2021, alexis341225  lassoguillermo lasso mejor opción  lassopresidente2021,Feb-23
76,Tue Feb 23 20:41:10 +0000 2021,Sophia Mabel,Es muy claro: #SiVotasNuloVotasArauz Por eso actualmente @LassoGuillermo  la única y mejor opción presidencial.… https://t.co/B8G96OWPmR,,0,claro #sivotasnulovotasarauz actualmente @lassoguillermo única mejor opción presidencial…,claro  sivotasnulovotasarauz actualmente  lassoguillermo única mejor opción presidencial ,Feb-23
77,Tue Feb 23 20:32:00 +0000 2021,Jose Erwing Chanaba,"RT @CesarMongeO: #ElEcuadorDelEncuentro
#LassoPresidente2021 https://t.co/8HTnROcDca",,14,rt @cesarmongeo #elecuadordelencuentro #lassopresidente2021,rt  cesarmongeo  elecuadordelencuentro  lassopresidente2021,Feb-23
78,Tue Feb 23 20:30:56 +0000 2021,GOG,RT @Marcosjfc7: @Aortizlemos #LassoPresidente2021 https://t.co/33IKlkzOCs,,5,rt @marcosjfc7 @aortizlemos #lassopresidente2021,rt  marcosjfc7  aortizlemos  lassopresidente2021,Feb-23
79,Tue Feb 23 20:30:12 +0000 2021,Jaime Muñoz,RT @cchavezbowen: Ahora está de moda en #TrollCenter del #correato video en que #LassoPresidente2021 habla de integrar a empresa privada a…,,3,rt @cchavezbowen ahora moda #trollcenter #correato video #lassopresidente2021 habla integrar empresa privada a…,rt  cchavezbowen ahora moda  trollcenter  correato video  lassopresidente2021 habla integrar empresa privada a ,Feb-23
80,Tue Feb 23 20:14:07 +0000 2021,ᴛoLO 🇪🇨,"@CesarRohon @DianaSalazarM2 @La6Ecuador @LA6MDG No entiendo esta posición.
Fiscal o Contralor están facultados cons… https://t.co/iG4O7gEnAI",,0,@cesarrohon @dianasalazarm2 @la6ecuador @la6mdg entiendo posición fiscal contralor facultados cons…, cesarrohon  dianasalazarm2  la6ecuador  la6mdg entiendo posición fiscal contralor facultados cons ,Feb-23
81,Tue Feb 23 20:10:09 +0000 2021,Gabriel Rivera Rodríguez,"RT @CesarMongeO: Empezamos ya a trabajar en una segunda vuelta, con planificación, determinación y cambios fundamentales para lograr el obj…",,21,"rt @cesarmongeo empezamos trabajar segunda vuelta, planificación, determinación cambios fundamentales lograr obj…",rt  cesarmongeo empezamos trabajar segunda vuelta  planificación  determinación cambios fundamentales lograr obj ,Feb-23
82,Tue Feb 23 20:08:33 +0000 2021,Gabriel Rivera Rodríguez,"RT @CesarMongeO: Creemos firmemente en el diálogo, con el electorado, la ciudadanía, los actores políticos. Además de estar abiertos a dive…",,21,"rt @cesarmongeo creemos firmemente diálogo, electorado, ciudadanía, actores políticos además abiertos dive…",rt  cesarmongeo creemos firmemente diálogo  electorado  ciudadanía  actores políticos además abiertos dive ,Feb-23
83,Tue Feb 23 20:03:55 +0000 2021,César Monge Ortega,"#ElEcuadorDelEncuentro
#LassoPresidente2021 https://t.co/8HTnROcDca",,14,#elecuadordelencuentro #lassopresidente2021, elecuadordelencuentro  lassopresidente2021,Feb-23
84,Tue Feb 23 19:52:21 +0000 2021,J. César RomoLerouX,"Es el momento de dar propuestas viables, los ecuatorianos debemos de pensar en luchar contra la POBREZA, LA NECESID… https://t.co/ljVgL0uTpQ",,0,"momento dar propuestas viables, ecuatorianos debemos pensar luchar pobreza, necesid…",momento dar propuestas viables  ecuatorianos debemos pensar luchar pobreza  necesid ,Feb-23
85,Tue Feb 23 19:34:37 +0000 2021,Depurador De Borregos,@ClostridiumPer2 @LassoGuillermo @eluniversocom El banquero tiene mejores valores y cualidades para tomar el poder… https://t.co/RqzaARMW66,,0,@clostridiumper2 @lassoguillermo @eluniversocom banquero mejores valores cualidades tomar poder…, clostridiumper2  lassoguillermo  eluniversocom banquero mejores valores cualidades tomar poder ,Feb-23
86,Tue Feb 23 19:33:50 +0000 2021,Gαву ℓєóи ♡,@JuanPHidalgoC X un Ecuador libre y democrático 💪🏽💙🇪🇨 #LassoPresidente2021,,0,@juanphidalgoc x ecuador libre democrático 💪🏽💙🇪🇨 #lassopresidente2021, juanphidalgoc x ecuador libre democrático        lassopresidente2021,Feb-23
87,Tue Feb 23 19:27:29 +0000 2021,JavierEspinel,@JuanPHidalgoC @Danna_Paredes De seguro asi sera #LassoPresidente2021,,0,@juanphidalgoc @danna_paredes seguro asi sera #lassopresidente2021, juanphidalgoc  danna paredes seguro asi sera  lassopresidente2021,Feb-23
88,Tue Feb 23 19:15:05 +0000 2021,Jhonny Fernando Bonilla,#LassoPresidente2021 https://t.co/v7t20RYtDH,,0,#lassopresidente2021, lassopresidente2021,Feb-23
89,Tue Feb 23 18:45:55 +0000 2021,Cecilia.Ec 🇪🇨,Ahora está de moda en #TrollCenter del #correato video en que #LassoPresidente2021 habla de integrar a empresa priv… https://t.co/zL0eFIPdOu,,3,ahora moda #trollcenter #correato video #lassopresidente2021 habla integrar empresa priv…,ahora moda  trollcenter  correato video  lassopresidente2021 habla integrar empresa priv ,Feb-23
90,Tue Feb 23 18:29:43 +0000 2021,Cecilia.Ec 🇪🇨,"Palo si bogas, palo si no...
Criticaron q #Lasso se siente lejano a ciertos temas. Ahora los invitan a participar y… https://t.co/PIZRw7iuN3",,8,"palo si bogas, palo si criticaron q #lasso lejano ciertos temas ahora invitan participar y…",palo si bogas  palo si criticaron q  lasso lejano ciertos temas ahora invitan participar y ,Feb-23
91,Tue Feb 23 18:22:43 +0000 2021,JorgeAntonio,LA DESCORREIZACION EN MARCHA!!!!... mientras #LassoPresidente2021  quiere comercializar las vacunas y Moreno ve… https://t.co/QwhW0vTtZA,,0,descorreizacion marcha mientras #lassopresidente2021 quiere comercializar vacunas moreno ve…,descorreizacion marcha mientras  lassopresidente2021 quiere comercializar vacunas moreno ve ,Feb-23
92,Tue Feb 23 17:59:27 +0000 2021,MCM,"¡Hoy la democracia ha triunfado, vamos con ánimo y optimismo a esta segunda vuelta!
#ElEcuadorDelEncuentro… https://t.co/cIleiSOGS3","{'id': '009924a469d7ace1', 'url': 'https://api.twitter.com/1.1/geo/id/009924a469d7ace1.json', 'place_type': 'city', 'name': 'Guayaquil', 'full_name': 'Guayaquil, Ecuador', 'country_code': 'EC', 'country': 'Ecuador', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-80.4676050033072, -3.06371600046572], [-79.7147810026682, -3.06371600046572], [-79.7147810026682, -1.96227400010509], [-80.4676050033072, -1.96227400010509]]]}, 'attributes': {}}",2,"hoy democracia triunfado, vamos ánimo optimismo segunda vuelta #elecuadordelencuentro…",hoy democracia triunfado  vamos ánimo optimismo segunda vuelta  elecuadordelencuentro ,Feb-23
93,Tue Feb 23 17:48:36 +0000 2021,Rodrigo Donoso,RT @Francis71801508: #ArauzMiente El canal de noticias Argentino TN @todonoticias Desmiente la posibilidad de Proveer al Ecuador las 4.4 mi…,,1831,rt @francis71801508 #arauzmiente canal noticias argentino tn @todonoticias desmiente posibilidad proveer ecuador 44 mi…,rt  francis71801508  arauzmiente canal noticias argentino tn  todonoticias desmiente posibilidad proveer ecuador 44 mi ,Feb-23
94,Tue Feb 23 17:36:07 +0000 2021,SebastiandeBenalcazár🍑🇪🇸,RT @JuanPHidalgoC: Planificando la segunda vuelta con este equipo comprometido con su país y que conoce la  #CapacidadParaCambiar de @Lasso…,,28,rt @juanphidalgoc planificando segunda vuelta equipo comprometido país conoce #capacidadparacambiar @lasso…,rt  juanphidalgoc planificando segunda vuelta equipo comprometido país conoce  capacidadparacambiar  lasso ,Feb-23
95,Tue Feb 23 16:30:34 +0000 2021,Jhonny Fernando Bonilla,#LassoPresidente2021 https://t.co/IZNCzXIw4x,,0,#lassopresidente2021, lassopresidente2021,Feb-23
96,Tue Feb 23 16:28:34 +0000 2021,Jhonny Fernando Bonilla,#LassoPresidente2021 https://t.co/8UlM2ZFRKK,,0,#lassopresidente2021, lassopresidente2021,Feb-23
97,Tue Feb 23 16:27:33 +0000 2021,TODAGE,"La solución votar por @LassoGuillermo 
#LassoPresidente2021 https://t.co/B2IpGyyT2L","{'id': '009924a469d7ace1', 'url': 'https://api.twitter.com/1.1/geo/id/009924a469d7ace1.json', 'place_type': 'city', 'name': 'Guayaquil', 'full_name': 'Guayaquil, Ecuador', 'country_code': 'EC', 'country': 'Ecuador', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-80.4676050033072, -3.06371600046572], [-79.7147810026682, -3.06371600046572], [-79.7147810026682, -1.96227400010509], [-80.4676050033072, -1.96227400010509]]]}, 'attributes': {}}",0,solución votar @lassoguillermo #lassopresidente2021,solución votar  lassoguillermo  lassopresidente2021,Feb-23
98,Tue Feb 23 16:23:24 +0000 2021,Daniel Cevallos,"@Expresoec No eres Rafael Correa, pero te pareces...😠 Ni creas que vamos a permitir que llegues al Poder para que e… https://t.co/ZclmYmLCCp",,0,"@expresoec rafael correa, pareces😠 creas vamos permitir llegues poder e…", expresoec rafael correa  pareces  creas vamos permitir llegues poder e ,Feb-23
99,Tue Feb 23 16:13:21 +0000 2021,Santiago Teran,@DavidNoreroC ??? Quien es?? A cuantos representa??.. Sacaron 164.000 votos por Lucio... Por el voto la mamá y la a… https://t.co/Kh7y5Qwk2p,,0,@davidnoreroc ??? es?? cuantos representa?? sacaron 164000 votos lucio voto mamá a…, davidnoreroc     es   cuantos representa   sacaron 164000 votos lucio voto mamá a ,Feb-23
100,Tue Feb 23 16:02:23 +0000 2021,Santiago Padilla,RT @patriotaEcuador: @libetaria @adrianfls @CodigoVidrioEc #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021 #elF…,,1,rt @patriotaecuador @libetaria @adrianfls @codigovidrioec #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021 #elf…,rt  patriotaecuador  libetaria  adrianfls  codigovidrioec  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021  elf ,Feb-23
101,Tue Feb 23 16:00:04 +0000 2021,J. César RomoLerouX,"De terror... y seguramente esta gente apoya al continuismo! 

Ya basta! 

El cambio que se necesita es Inminente!… https://t.co/jYmKMNRwgI",,0,terror seguramente gente apoya continuismo basta cambio necesita inminente…,terror seguramente gente apoya continuismo basta cambio necesita inminente ,Feb-23
102,Tue Feb 23 15:39:37 +0000 2021,Edgar,RT @patriotaEcuador: @Edgar24440898 @LassoGuillermo #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021 #elFraudeEs…,,1,rt @patriotaecuador @edgar24440898 @lassoguillermo #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021 #elfraudees…,rt  patriotaecuador  edgar24440898  lassoguillermo  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021  elfraudees ,Feb-23
103,Tue Feb 23 15:09:52 +0000 2021,alberto rojas 💚👮‍♂️,"@PESCATOREXXXXX Única salida frente al comunismo @LassoGuillermo, Presidente.
#LassoPresidente2021",,0,"@pescatorexxxxx única salida frente comunismo @lassoguillermo, presidente #lassopresidente2021", pescatorexxxxx única salida frente comunismo  lassoguillermo  presidente  lassopresidente2021,Feb-23
104,Tue Feb 23 14:53:29 +0000 2021,Tamara Franco,"@NoryElizabethF Las peleas se ganan peleando! 💪
#LassoPresidente2021 #queremoscambio #porunecuadormejor",,0,@noryelizabethf peleas ganan peleando 💪 #lassopresidente2021 #queremoscambio #porunecuadormejor, noryelizabethf peleas ganan peleando    lassopresidente2021  queremoscambio  porunecuadormejor,Feb-23
105,Tue Feb 23 14:51:33 +0000 2021,Argelys,RT @johnnyandino1: @LassoGuillermo A todos menos a los corruptos #LassoPresidente2021 https://t.co/6hP59RuHPS,,1,rt @johnnyandino1 @lassoguillermo menos corruptos #lassopresidente2021,rt  johnnyandino1  lassoguillermo menos corruptos  lassopresidente2021,Feb-23
106,Tue Feb 23 14:41:13 +0000 2021,🇪🇨 Patriota Ecuador 🇪🇨,@Edgar24440898 @LassoGuillermo #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021… https://t.co/gXKOQwV7Vt,,1,@edgar24440898 @lassoguillermo #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021…, edgar24440898  lassoguillermo  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021 ,Feb-23
107,Tue Feb 23 14:35:41 +0000 2021,🇪🇨 Patriota Ecuador 🇪🇨,@Francis71801508 @LassoGuillermo #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021… https://t.co/ONGDVMwFjL,,0,@francis71801508 @lassoguillermo #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021…, francis71801508  lassoguillermo  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021 ,Feb-23
108,Tue Feb 23 14:35:35 +0000 2021,🇪🇨 Patriota Ecuador 🇪🇨,#elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021… https://t.co/gUJCYQUOaq,,0,#elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021…, elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021 ,Feb-23
109,Tue Feb 23 14:32:05 +0000 2021,🇪🇨 Patriota Ecuador 🇪🇨,@VillaFernando_ @ecuarauz #elFraudeEsArauz #LassoPresidente2021 #elFraudeEsArauz #LassoPresidente2021… https://t.co/fmYMyZbtbg,,0,@villafernando_ @ecuarauz #elfraudeesarauz #lassopresidente2021 #elfraudeesarauz #lassopresidente2021…, villafernando   ecuarauz  elfraudeesarauz  lassopresidente2021  elfraudeesarauz  lassopresidente2021 ,Feb-23
110,Tue Feb 23 14:31:42 +0000 2021,Alegria Sols 🇪🇨,"#LassoPresidente2021
#LassoPresidente2021
#LassoPresidente2021
#LassoPresidente2021
#LassoPresidente2021… https://t.co/q0WMHzyMzD",,0,#lassopresidente2021 #lassopresidente2021 #lassopresidente2021 #lassopresidente2021 #lassopresidente2021…, lassopresidente2021  lassopresidente2021  lassopresidente2021  lassopresidente2021  lassopresidente2021 ,Feb-23
111,Tue Feb 23 13:53:20 +0000 2021,Fernando Mauricio,#LassoPresidente2021 en Ecuador https://t.co/dKu4JgCi3m,"{'id': '010d44c973f3126a', 'url': 'https://api.twitter.com/1.1/geo/id/010d44c973f3126a.json', 'place_type': 'city', 'name': 'Guano', 'full_name': 'Guano, Ecuador', 'country_code': 'EC', 'country': 'Ecuador', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-78.8506810027354, -1.6507439996934798], [-78.5125149971629, -1.6507439996934798], [-78.5125149971629, -1.43003400175052], [-78.8506810027354, -1.43003400175052]]]}, 'attributes': {}}",0,#lassopresidente2021 ecuador, lassopresidente2021 ecuador,Feb-23
112,Tue Feb 23 13:03:36 +0000 2021,Freddy Bonilla Narváez,Hoy por hoy la única opción. #LassoPresidente2021,,0,hoy hoy única opción #lassopresidente2021,hoy hoy única opción  lassopresidente2021,Feb-23
113,Tue Feb 23 12:53:55 +0000 2021,Dolo•Solis,@LassoGuillermo #LassoPresidente2021 💙,,0,@lassoguillermo #lassopresidente2021 💙, lassoguillermo  lassopresidente2021  ,Feb-23
114,Tue Feb 23 12:51:58 +0000 2021,Catalina Tapia (Kat),"Al fraude no hay que creerlo,
Al fraude hay que probarlo!
Así que....

@LassoGuillermo no pierda más tiempo!
#LassoPresidente2021 
👏",,0,"fraude creerlo, fraude probarlo así @lassoguillermo pierda tiempo #lassopresidente2021 👏",fraude creerlo  fraude probarlo así  lassoguillermo pierda tiempo  lassopresidente2021  ,Feb-23
115,Tue Feb 23 12:36:26 +0000 2021,GERARDO AYAVACA,"RT @EstebanBernalB: Arrancamos esta segunda vuelta con todo el entusiasmo, fortaleza y optimismo 💪💪💪 

Hoy mantuvimos reuniones de planific…",,22,"rt @estebanbernalb arrancamos segunda vuelta entusiasmo, fortaleza optimismo 💪💪💪 hoy mantuvimos reuniones planific…",rt  estebanbernalb arrancamos segunda vuelta entusiasmo  fortaleza optimismo     hoy mantuvimos reuniones planific ,Feb-23
116,Tue Feb 23 12:06:06 +0000 2021,MARCOS FLORES C Ⓜ,RT @jrbasantes: #LassoPresidente2021,,1,rt @jrbasantes #lassopresidente2021,rt  jrbasantes  lassopresidente2021,Feb-23
117,Tue Feb 23 12:05:43 +0000 2021,MARCOS FLORES C Ⓜ,RT @CHRISTROYA: #LassoPresidente2021,,1,rt @christroya #lassopresidente2021,rt  christroya  lassopresidente2021,Feb-23
