created at,Usuario,Tweet,Lugar,rtCount,pre-tweet,clean_tweet
Tue Feb 23 17:12:45 +0000 2021,Diario Centro StoDgo,"#ACTUALIDAD
Marcha por la democracia liderada por el movimiento #Pachakutik llega al parque del Arbolito, en la ciu… https://t.co/L9OCAx8S8r",,1,"#actualidad marcha democracia liderada movimiento #pachakutik llega parque arbolito, ciu…", actualidad marcha democracia liderada movimiento  pachakutik llega parque arbolito  ciu 
Tue Feb 23 17:12:25 +0000 2021,La Marea de Manta,"#ACTUALIDAD
Marcha por la democracia liderada por el movimiento #Pachakutik llega al parque del Arbolito, en la ciu… https://t.co/6rb3e6jB8h",,0,"#actualidad marcha democracia liderada movimiento #pachakutik llega parque arbolito, ciu…", actualidad marcha democracia liderada movimiento  pachakutik llega parque arbolito  ciu 
Tue Feb 23 17:11:56 +0000 2021,El Diario - Manabita,"#ACTUALIDAD
Marcha por la democracia liderada por el movimiento #Pachakutik llega al parque del Arbolito, en la ciu… https://t.co/OB5Jb4UMLn",,0,"#actualidad marcha democracia liderada movimiento #pachakutik llega parque arbolito, ciu…", actualidad marcha democracia liderada movimiento  pachakutik llega parque arbolito  ciu 
Tue Feb 23 17:11:37 +0000 2021,Manavisión Canal 9,"#ACTUALIDAD
Marcha por la democracia liderada por el movimiento #Pachakutik llega al parque del Arbolito, en la ciu… https://t.co/JYRnCxFOM4",,1,"#actualidad marcha democracia liderada movimiento #pachakutik llega parque arbolito, ciu…", actualidad marcha democracia liderada movimiento  pachakutik llega parque arbolito  ciu 
Tue Feb 23 17:07:01 +0000 2021,PrimeraPlanaECU,#PPNacionales | Líderes de organizaciones que participan en la Marcha por la Transparencia y la Democracia anuncian… https://t.co/iFIgJay7mZ,,2,#ppnacionales | líderes organizaciones participan marcha transparencia democracia anuncian…, ppnacionales   líderes organizaciones participan marcha transparencia democracia anuncian 
Tue Feb 23 16:55:05 +0000 2021,Tiempo Real,"📌.#YakuPérez 
📍Llega a #Quito y prepara su movilización al @cnegobec 
📍Se presentará una objeción a los resultados… https://t.co/9sC2COFJF4",,4,📌#yakupérez 📍llega #quito prepara movilización @cnegobec 📍se presentará objeción resultados…,  yakupérez  llega  quito prepara movilización  cnegobec  se presentará objeción resultados 
Tue Feb 23 16:46:45 +0000 2021,Zaracay Televisión,"#Nacional | Movimiento Pachakutik llegó a la ciudad de Quito 

El día de hoy, martes 23 de febrero, el movimiento i… https://t.co/jpNyVoiTsz",,0,"#nacional | movimiento pachakutik llegó ciudad quito día hoy, martes 23 febrero, movimiento i…", nacional   movimiento pachakutik llegó ciudad quito día hoy  martes 23 febrero  movimiento i 
Tue Feb 23 16:23:14 +0000 2021,La Voz de Manabí,"Simpatizantes del candidato presidencial #YakuPérez llegan a  #Quito
La marcha tiene prevista llegar hasta el parqu… https://t.co/KM1XtyTtEE",,0,simpatizantes candidato presidencial #yakupérez llegan #quito marcha prevista llegar parqu…,simpatizantes candidato presidencial  yakupérez llegan  quito marcha prevista llegar parqu 
Tue Feb 23 16:11:35 +0000 2021,Igm,RT @HeyklingScorpio: #MarchaIndigena #yakuperez https://t.co/DMtG8xse33,,1,rt @heyklingscorpio #marchaindigena #yakuperez,rt  heyklingscorpio  marchaindigena  yakuperez
Tue Feb 23 16:07:57 +0000 2021,PrimeraPlanaECU,#PPNacionales | Inició la llegada este martes a Quito de las delegaciones que participan en la marcha en reclamo de… https://t.co/OYJza0bs1D,,0,#ppnacionales | inició llegada martes quito delegaciones participan marcha reclamo de…, ppnacionales   inició llegada martes quito delegaciones participan marcha reclamo de 
Tue Feb 23 16:00:06 +0000 2021,Ecubot593,"RT @JairoLibreros: VI. Elecciones en Ecuador: balotaje presidencial 

#elecciones #ecuador #presidenciales #andresarauz #guillermolasso #ya…",,3,rt @jairolibreros vi elecciones ecuador balotaje presidencial #elecciones #ecuador #presidenciales #andresarauz #guillermolasso #ya…,rt  jairolibreros vi elecciones ecuador balotaje presidencial  elecciones  ecuador  presidenciales  andresarauz  guillermolasso  ya 
Tue Feb 23 15:31:08 +0000 2021,Segundo Cabrera,"ATENCIÓN . 

Así está el #ParqueArbolito símbolo de la resistencia e indignación ante supuesto #FRAUDEELECTORAL que… https://t.co/9KWJPANIhT",,2,atención así #parquearbolito símbolo resistencia indignación supuesto #fraudeelectoral que…,atención así  parquearbolito símbolo resistencia indignación supuesto  fraudeelectoral que 
Tue Feb 23 15:21:29 +0000 2021,Gaby,"RT @elchavo29: Parece que algunos Pachacutik's más les duele que los hayan mandado al páramo que en 10 años de Correísmo fueros utilizados,…",,1,"rt @elchavo29 parece pachacutik's duele mandado páramo 10 años correísmo fueros utilizados,…",rt  elchavo29 parece pachacutik s duele mandado páramo 10 años correísmo fueros utilizados  
Tue Feb 23 15:20:11 +0000 2021,pilasmijin,"#Pilasmijin llegó la muchachada de @yakuperezg a Quito City... al parecer andamos tranquilos al momento, hasta toca… https://t.co/iEaSY7zqDK",,0,"#pilasmijin llegó muchachada @yakuperezg quito city parecer andamos tranquilos momento, toca…", pilasmijin llegó muchachada  yakuperezg quito city parecer andamos tranquilos momento  toca 
Tue Feb 23 15:04:39 +0000 2021,Contra Portada,"La mañana de este martes los simpatizantes de #YakuPérez arribaron a #Cutuglagua, desde donde saldrán con destino a… https://t.co/0t5AZdeDKZ",,2,"mañana martes simpatizantes #yakupérez arribaron #cutuglagua, saldrán destino a…",mañana martes simpatizantes  yakupérez arribaron  cutuglagua  saldrán destino a 
Tue Feb 23 14:41:48 +0000 2021,José Ibáñez Bermello,"RT @LaMareaec: #ACTUALIDAD
Simpatizantes del candidato presidencial #YakuPérez llegan a  #Quito en rechazo al proceso electoral. Agentes me…",,1,rt @lamareaec #actualidad simpatizantes candidato presidencial #yakupérez llegan #quito rechazo proceso electoral agentes me…,rt  lamareaec  actualidad simpatizantes candidato presidencial  yakupérez llegan  quito rechazo proceso electoral agentes me 
Tue Feb 23 14:38:20 +0000 2021,La Marea de Manta,"#ACTUALIDAD
Simpatizantes del candidato presidencial #YakuPérez llegan a  #Quito en rechazo al proceso electoral. A… https://t.co/YikbEJQtxI",,1,#actualidad simpatizantes candidato presidencial #yakupérez llegan #quito rechazo proceso electoral a…, actualidad simpatizantes candidato presidencial  yakupérez llegan  quito rechazo proceso electoral a 
Tue Feb 23 14:38:19 +0000 2021,José Ibáñez Bermello,"RT @eldiarioec: #ACTUALIDAD
Simpatizantes del candidato presidencial #YakuPérez llegan a  #Quito en rechazo al proceso electoral. Agentes m…",,1,rt @eldiarioec #actualidad simpatizantes candidato presidencial #yakupérez llegan #quito rechazo proceso electoral agentes m…,rt  eldiarioec  actualidad simpatizantes candidato presidencial  yakupérez llegan  quito rechazo proceso electoral agentes m 
Tue Feb 23 14:38:01 +0000 2021,Manavisión Canal 9,"#ACTUALIDAD
Simpatizantes del candidato presidencial #YakuPérez llegan a  #Quito en rechazo al proceso electoral. A… https://t.co/DLkRYk8IFd",,0,#actualidad simpatizantes candidato presidencial #yakupérez llegan #quito rechazo proceso electoral a…, actualidad simpatizantes candidato presidencial  yakupérez llegan  quito rechazo proceso electoral a 
Tue Feb 23 14:37:34 +0000 2021,Diario Centro StoDgo,"#ACTUALIDAD
Simpatizantes del candidato presidencial #YakuPérez llegan a  #Quito en rechazo al proceso electoral. A… https://t.co/GrshYcIMTI",,0,#actualidad simpatizantes candidato presidencial #yakupérez llegan #quito rechazo proceso electoral a…, actualidad simpatizantes candidato presidencial  yakupérez llegan  quito rechazo proceso electoral a 
Tue Feb 23 14:37:07 +0000 2021,El Diario - Manabita,"#ACTUALIDAD
Simpatizantes del candidato presidencial #YakuPérez llegan a  #Quito en rechazo al proceso electoral. A… https://t.co/OupIbPmbwp",,1,#actualidad simpatizantes candidato presidencial #yakupérez llegan #quito rechazo proceso electoral a…, actualidad simpatizantes candidato presidencial  yakupérez llegan  quito rechazo proceso electoral a 
Tue Feb 23 13:51:44 +0000 2021,leon,Parece que algunos Pachacutik's más les duele que los hayan mandado al páramo que en 10 años de Correísmo fueros ut… https://t.co/MlKgTt2p1g,,1,parece pachacutik's duele mandado páramo 10 años correísmo fueros ut…,parece pachacutik s duele mandado páramo 10 años correísmo fueros ut 
Tue Feb 23 13:13:16 +0000 2021,Xavier Rivera,"RT @oromartv: La marcha indígena llegó la mañana de hoy a #Cotopaxi, donde fueron recibidos por al menos 100 personas. #YakuPérez indicó qu…",,2,"rt @oromartv marcha indígena llegó mañana hoy #cotopaxi, recibidos menos 100 personas #yakupérez indicó qu…",rt  oromartv marcha indígena llegó mañana hoy  cotopaxi  recibidos menos 100 personas  yakupérez indicó qu 
Tue Feb 23 13:10:14 +0000 2021,En Clave Mediática,"RT @EnClavePolitik: 🗳️#EcuadorDecide2021🇪🇨 Hoy llega un sector del movimiento indígena a la capital, liderado por #YakuPerez, quien quedó e…",,1,"rt @enclavepolitik 🗳️#ecuadordecide2021🇪🇨 hoy llega sector movimiento indígena capital, liderado #yakuperez, quedó e…",rt  enclavepolitik    ecuadordecide2021   hoy llega sector movimiento indígena capital  liderado  yakuperez  quedó e 
Tue Feb 23 13:09:51 +0000 2021,En Clave Política,"🗳️#EcuadorDecide2021🇪🇨 Hoy llega un sector del movimiento indígena a la capital, liderado por #YakuPerez, quien que… https://t.co/4bZYoSx1Ex",,1,"🗳️#ecuadordecide2021🇪🇨 hoy llega sector movimiento indígena capital, liderado #yakuperez, que…",   ecuadordecide2021   hoy llega sector movimiento indígena capital  liderado  yakuperez  que 
Tue Feb 23 12:35:32 +0000 2021,Dios es Todo!!!,Sin querer prendí la tele de mis papas y veo las noticias y veo a #yakuperez llegando en bicicleta a Quito porq no… https://t.co/d4ihTBWeKL,"{'id': '009924a469d7ace1', 'url': 'https://api.twitter.com/1.1/geo/id/009924a469d7ace1.json', 'place_type': 'city', 'name': 'Guayaquil', 'full_name': 'Guayaquil, Ecuador', 'country_code': 'EC', 'country': 'Ecuador', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-80.4676050033072, -3.06371600046572], [-79.7147810026682, -3.06371600046572], [-79.7147810026682, -1.96227400010509], [-80.4676050033072, -1.96227400010509]]]}, 'attributes': {}}",0,querer prendí tele papas veo noticias veo #yakuperez llegando bicicleta quito porq no…,querer prendí tele papas veo noticias veo  yakuperez llegando bicicleta quito porq no 
Tue Feb 23 11:47:36 +0000 2021,José Atupaña Guanolema,"La tarde del lunes 22-feb-2021, la camioneta en la que viajaban Rita Andi, Jennifer Andi, Jimena Quintero, Freddy M… https://t.co/25ypPfynNO",,21,"tarde lunes 22feb2021, camioneta viajaban rita andi, jennifer andi, jimena quintero, freddy m…",tarde lunes 22feb2021  camioneta viajaban rita andi  jennifer andi  jimena quintero  freddy m 
Tue Feb 23 11:00:12 +0000 2021,Ecubot593,RT @ivanturmero: #BBC #News #Mundo #AméricaLatina - #Arauz y #Lasso se #disputarán la #presidencia de #Ecuador en #segunda #vuelta mientras…,,2,rt @ivanturmero #bbc #news #mundo #américalatina #arauz #lasso #disputarán #presidencia #ecuador #segunda #vuelta mientras…,rt  ivanturmero  bbc  news  mundo  américalatina  arauz  lasso  disputarán  presidencia  ecuador  segunda  vuelta mientras 
Tue Feb 23 10:52:06 +0000 2021,Iván Turmero,#BBC #News #Mundo #AméricaLatina - #Arauz y #Lasso se #disputarán la #presidencia de #Ecuador en #segunda #vuelta m… https://t.co/952Qv1sXqw,,2,#bbc #news #mundo #américalatina #arauz #lasso #disputarán #presidencia #ecuador #segunda #vuelta m…, bbc  news  mundo  américalatina  arauz  lasso  disputarán  presidencia  ecuador  segunda  vuelta m 
Tue Feb 23 10:43:25 +0000 2021,Plateforme Politique,"RT @LatinReporters: #Équateur: avec leur candidat #YakuPerez, marche pour un nouveau décompte des votes (de la #présidentielle) des indigèn…",,1,"rt @latinreporters #équateur avec leur candidat #yakuperez, marche pour nouveau décompte des votes (de #présidentielle des indigèn…",rt  latinreporters  équateur avec leur candidat  yakuperez  marche pour nouveau décompte des votes  de  présidentielle des indigèn 
Tue Feb 23 10:29:06 +0000 2021,Latin Reporters,"#Équateur: avec leur candidat #YakuPerez, marche pour un nouveau décompte des votes (de la #présidentielle) des ind… https://t.co/IegKLBm7du",,1,"#équateur avec leur candidat #yakuperez, marche pour nouveau décompte des votes (de #présidentielle des ind…", équateur avec leur candidat  yakuperez  marche pour nouveau décompte des votes  de  présidentielle des ind 
Tue Feb 23 10:11:46 +0000 2021,Flavio Cárdenas,"RT @EcuavisaInforma: 🔴 La movilización que partió desde #Loja, hoy cumplió su cuarta jornada. Esto dijo #YakuPérez en #Chimborazo. 👉 https:…",,18,"rt @ecuavisainforma 🔴 movilización partió #loja, hoy cumplió cuarta jornada dijo #yakupérez #chimborazo 👉",rt  ecuavisainforma   movilización partió  loja  hoy cumplió cuarta jornada dijo  yakupérez  chimborazo  
Tue Feb 23 06:32:24 +0000 2021,Pame Vélez,"RT @ErmelRosario: 👹NO PASÓ A II VUELTA, QUIERE ROBAR PRESIDENCIA DE CONAIE A JAIME VARGAS👹👹
#NiUnVotoALaDerecha
Moñudo FALSO #YakuPérez, ah…",,2,"rt @ermelrosario 👹no pasó ii vuelta, quiere robar presidencia conaie jaime vargas👹👹 #niunvotoaladerecha moñudo falso #yakupérez, ah…",rt  ermelrosario  no pasó ii vuelta  quiere robar presidencia conaie jaime vargas    niunvotoaladerecha moñudo falso  yakupérez  ah 
Tue Feb 23 05:37:38 +0000 2021,Ermel Rosario,"👹NO PASÓ A II VUELTA, QUIERE ROBAR PRESIDENCIA DE CONAIE A JAIME VARGAS👹👹
#NiUnVotoALaDerecha
Moñudo FALSO… https://t.co/ZSvb5j0VO3",,2,"👹no pasó ii vuelta, quiere robar presidencia conaie jaime vargas👹👹 #niunvotoaladerecha moñudo falso…", no pasó ii vuelta  quiere robar presidencia conaie jaime vargas    niunvotoaladerecha moñudo falso 
Tue Feb 23 04:45:23 +0000 2021,ĢŮÏŁŁĔ🏰,"RT @leonardotogra: Según CEDATOS 
El ganador de #MasterchefEcuador es #GuillermoLasso  

#YakuPerez pide reconteo, además amenaza a los che…",,2,"rt @leonardotogra según cedatos ganador #masterchefecuador #guillermolasso #yakuperez pide reconteo, además amenaza che…",rt  leonardotogra según cedatos ganador  masterchefecuador  guillermolasso  yakuperez pide reconteo  además amenaza che 
Tue Feb 23 04:32:26 +0000 2021,Marisol Garcia Rodríguez,"RT @teleSURtv: #ENVIVO | Autoridades del CNE informan que según Conteo Rápido 
#AndresArauz 31.50%
#YakuPerez 20.04%
#GuillermoLasso 19.97…",,69,rt @telesurtv #envivo | autoridades cne informan según conteo rápido #andresarauz 3150% #yakuperez 2004% #guillermolasso 1997…,rt  telesurtv  envivo   autoridades cne informan según conteo rápido  andresarauz 3150   yakuperez 2004   guillermolasso 1997 
Tue Feb 23 04:14:31 +0000 2021,Wilson Galo Barros,RT @cronicacuenca: #AHORA | Desde #Cuenca militantes de #Pachackutik se desplazan a #Quito para participar este martes 23 de febrero en la…,,3,rt @cronicacuenca #ahora | #cuenca militantes #pachackutik desplazan #quito participar martes 23 febrero la…,rt  cronicacuenca  ahora    cuenca militantes  pachackutik desplazan  quito participar martes 23 febrero la 
Tue Feb 23 04:13:56 +0000 2021,Leonardo Togra T.,"Según CEDATOS 
El ganador de #MasterchefEcuador es #GuillermoLasso  

#YakuPerez pide reconteo, además amenaza a lo… https://t.co/Ci1ojVhXoi",,2,"según cedatos ganador #masterchefecuador #guillermolasso #yakuperez pide reconteo, además amenaza lo…",según cedatos ganador  masterchefecuador  guillermolasso  yakuperez pide reconteo  además amenaza lo 
Tue Feb 23 04:12:12 +0000 2021,Ivan Velesaca,#AHORA | Desde #Cuenca militantes de #Pachackutik se desplazan a #Quito para participar este martes 23 de febrero e… https://t.co/uZy6XNiPH4,,3,#ahora | #cuenca militantes #pachackutik desplazan #quito participar martes 23 febrero e…, ahora    cuenca militantes  pachackutik desplazan  quito participar martes 23 febrero e 
Tue Feb 23 03:58:16 +0000 2021,ImbaburaCRC,RT @leon_edizon: El debate entre #YakuPerez y #Lasso era para acuerdo de revisión y apertura de urnas...pero sobre todo aliarse contra @Mas…,,1,rt @leon_edizon debate #yakuperez #lasso acuerdo revisión apertura urnaspero aliarse @mas…,rt  leon edizon debate  yakuperez  lasso acuerdo revisión apertura urnaspero aliarse  mas 
